,OFFER,RETAILER,BRAND,RECEIPTS,CATEGORY_ID,PRODUCT_CATEGORY,IS_CHILD_CATEGORY_TO,combined_text,similarity_score
4425,,,uinta duo variety pack,210.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4426,,,sprecher,210.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4427,,,home select,210.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4428,,,home select,19.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
4429,,,land grant brew co,210.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4430,,,beech nut,210.0,0d566b71-e49a-4b83-a340-25b921e8437f,baby bathing,baby toddler,,0.0
4431,,,once upon a farm,209.0,0f6c46e7-8a8c-422e-8005-7d178a688da5,fruit vegetable snack,snack,,0.0
4432,,,once upon a farm,36.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
4433,,,once upon a farm,27.0,e246975c-322e-4e31-aa4b-a22eabe581d1,yogurt,dairy,,0.0
4434,,,peak organic brewing company,209.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4435,,,slo brew,209.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4436,,,highway 12,209.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4437,,,casa dragones,209.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4438,,,merican mule,208.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4439,,,seek out,208.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4440,,,schlafly,208.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4441,,,schlafly,13.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4442,,,versed,208.0,0a09521d-71e3-40b7-bd43-0e3654e91b2b,skin care,health wellness,,0.0
4443,,,mighty swell,208.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4444,,,casa maestro,208.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4445,,,eureka height,207.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4446,,,tres picos borsao,207.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4447,,,mr beer,207.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
4448,,,lyre,207.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4449,,,barrio,207.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4450,,,reuben brew,207.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4451,,,vitafusion,207.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
4452,,,holidaily brewing co,207.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4453,,,gran cava de oro,207.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4454,,,jeremiah weed,207.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4455,,,brick river cider co,207.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4456,,,seagrams vo gold,207.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4457,,,home run inn,206.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
4458,,,black haus,206.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4459,,,reveal natural cat food,205.0,3b79dd23-c298-4429-b9bf-ce5803b594eb,frozen chicken,frozen meat,,0.0
4460,,,reveal natural cat food,43.0,12a89b18-4c01-4048-94b2-0705e0a45f6b,packaged seafood,pantry,,0.0
4461,,,reveal natural cat food,28.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
4462,,,ron viejo de caldas,205.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4463,,,equilibrium brewery,205.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4464,,,upslope brewing company,205.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4465,,,oak creek brewing co,204.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4466,,,smog city brewing co,204.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4467,,,center of the universe brewing company,204.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4468,,,duraflame,204.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
4469,,,sterling,204.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4470,,,dunvilles 1808,204.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4471,,,rold gold pretzel,204.0,e2600179-20fc-4d9e-8cfe-7a564a3e4518,pretzel,snack,,0.0
4472,,,alaskan,203.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4473,,,alaskan,182.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4474,,,elysian,203.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4475,,,pbfit,203.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
4476,,,pbfit,12.0,2a2ad3c4-41df-484c-833c-26744a4d9610,nut butter jam,pantry,,0.0
4477,,,globerati,203.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4478,,,cayman jack,203.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4479,,,cayman jack,20.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4480,,,el tequileno,203.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4481,,,starburst pop,203.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
4482,,,third street brewhouse,202.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4483,,,tucher,202.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4484,,,smart sense,202.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4485,,,four daughter loon juice extra juicy hard c,202.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4486,,,captain lawrence brewing company,202.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4487,,,maison marcel,202.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4488,,,stranahans rocky mountain,202.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4489,,,le freres bastard,202.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4490,,,perry elli,201.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4491,,,allegra,201.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
4492,,,raven lace,201.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4493,,,fior di loto,201.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4494,,,scot royal,201.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4495,,,unibroue trois pistoles,201.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4496,,,alamo red,200.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4497,,,ultra soft,200.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
4498,,,skor,200.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
4499,,,trump,200.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4500,,,trump,14.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4501,,,fresh vine,199.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4502,,,oskar blue wild basin boozy sparkling water,199.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
4503,,,inniskillin,199.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4504,,,promise,199.0,e3b6f1f0-de8b-4625-b678-56cfd8747cbe,milk,dairy,,0.0
4505,,,port city brewing company,199.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4506,,,widow jane,199.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4507,,,balcones baby blue,199.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4508,,,mollydooker,198.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4509,,,courvoisier,198.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4510,,,naturezway,198.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
4511,,,lewis and clark,198.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4512,,,lewis and clark,18.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4513,,,pampas del sur,198.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4514,,,mc connells,198.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4515,,,lectio,198.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4516,,,ellington,198.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4517,,,native forest,198.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4518,,,charm,197.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4519,,,miller 64,197.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,,0.0
4520,,,braxton brewing co,197.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4521,,,deloce,197.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4522,,,chicken cock,197.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4523,,,smartmouth brewing company,197.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4524,,,odessa,197.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4525,,,black raven brewing company,197.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4526,,,iter iter,196.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4527,,,luna nuda,196.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4528,,,gnarly barley,196.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4529,,,port charlotte,196.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4530,,,irresistible,196.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
4531,,,la familia,195.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4532,,,mighty squirrel brewing co,195.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4533,,,castle and key,195.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4534,,,spade and sparrow,195.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4535,,,chateau de nages,195.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4536,,,robinson,195.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4537,,,vodoffska,195.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4538,,,neon zebra,195.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4539,,,iron monk brewing company,195.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4540,,,courtney benham,195.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4541,,,shotgun spiked seltzer variety pack,195.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4542,,,huber winery,194.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4543,,,ghostfish brewing company,194.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4544,,,midnight sun brewing company,194.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4545,,,hazlitt red cat,194.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4546,,,miller reserve,194.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4547,,,noble wolf,194.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4548,,,scarlet letter green,194.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4549,,,summit triumphant session ipa,194.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4550,,,fat orange cat,194.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4551,,,sugar,194.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4552,,,urban chestnut brewing company,193.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4553,,,lumberyard brewing co,193.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4554,,,shred,193.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
4555,,,thomas creek,192.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4556,,,better oat,192.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
4557,,,teeter totter,192.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4558,,,target,192.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4559,,,target,39.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4560,,,velveeta cheese,192.0,0619fda2-db1e-42c4-87ef-457ae91fca72,cheese,dairy,,0.0
4561,,,remedy brewing co,192.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4562,,,poore brother,192.0,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622,chip,snack,,0.0
4563,,,raisin nut bran,192.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
4564,,,belle grove,191.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4565,,,free state,191.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4566,,,kul mock,190.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4567,,,red dog,190.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,,0.0
4568,,,red dog,19.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4569,,,clos de napa,190.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4570,,,lake niagara,189.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4571,,,stay clean,189.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4572,,,kodiak cake toaster waffle,189.0,7414fc82-da85-4772-8c52-6067b369b780,frozen breakfast,frozen,,0.0
4573,,,la historia de nosotros,189.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4574,,,belching beaver hard seltzer variety pack,189.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,,0.0
4575,,,codigo 1530,189.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4576,,,oven fry,188.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
4577,,,laboure gontard,188.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4578,,,escape wheel,188.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4579,,,hofbrauhaus wolters,187.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4580,,,platform beer co,187.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4581,,,tarantula,187.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4582,,,blackland,187.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4583,,,kostritzer,187.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4584,,,sunora,187.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4585,,,blue raspberry burst,187.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4586,,,candoni,186.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4587,,,torre oria,186.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4588,,,bushmills,186.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4589,,,big top brewing company,185.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4590,,,post and beam,185.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4591,,,punch pop,185.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4592,,,punch pop,175.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4593,,,barrell,185.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4594,,,frisky,184.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4595,,,english laundry,184.0,04d628dc-8630-4f8e-835f-831cd0aaf036,body fragrance,beauty,,0.0
4596,,,lemonhead,184.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
4597,,,lagavulin,184.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4598,,,kodiak cup,184.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
4599,,,swilled dog,183.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4600,,,thorins viking,183.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4601,,,u,183.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4602,,,u,29.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4603,,,dolin,182.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4604,,,gold medal baking,182.0,f1a38ab2-67a0-4863-9802-2b16a181e722,bread,pantry,,0.0
4605,,,warka,182.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4606,,,z,182.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
4607,,,z,29.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4608,,,rose water,181.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4609,,,dragon fire,181.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4610,,,william hill,181.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4611,,,stok,181.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
4612,,,watermark beauty,181.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4613,,,collective art,181.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4614,,,collective art,65.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4615,,,shibui,180.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4616,,,renieri,180.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4617,,,lucky bucket,180.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4618,,,winterfresh,180.0,c99c5725-4d9b-404a-8438-5cf1dc4f12c3,gum,candy,,0.0
4619,,,winchester,180.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4620,,,ponche kuba,180.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4621,,,lift bridge,180.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4622,,,lift bridge,40.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4623,,,odwalla,180.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4624,,,pretzel baron,180.0,e2600179-20fc-4d9e-8cfe-7a564a3e4518,pretzel,snack,,0.0
4625,,,wormtown brewery,179.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4626,,,coyote gold,179.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4627,,,cisco brewer,179.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4628,,,the creme shop,179.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4629,,,veltins,179.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4630,,,kingfisher,179.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4631,,,topo chico,179.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4632,,,topo chico,88.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
4633,,,rock n roll,178.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4634,,,free state sampler,178.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4635,,,norfork brewing,178.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4636,,,silverleaf,178.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4637,,,arctic summer hard seltzer the daytripper mi,178.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,,0.0
4638,,,postmark,178.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4639,,,orajel,177.0,abe5c72f-1b1e-4d84-876a-bb584260c247,oral care,health wellness,,0.0
4640,,,deep ellum brewing co,177.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,,0.0
4641,,,deep ellum brewing co,139.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4642,,,bishop variety pack,177.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4643,,,local hive,177.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
4644,,,oilogic,177.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4645,,,birdsong brewing company,177.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4646,,,magma flame,176.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4647,,,magnolia home,176.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4648,,,roughtail,176.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4649,,,simplepleasures,176.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4650,,,rao ’ s,176.0,f72793bd-721f-4d0f-8086-3b211446dd4b,frozen meal,frozen,,0.0
4651,,,parish brewing co,176.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4652,,,blue run,176.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4653,,,bosco,176.0,10fb25a2-7e2f-4a7d-8976-f11b700d6e47,refrigerated dough,dairy,,0.0
4654,,,inbound brewco,176.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4655,,,loreal,176.0,0a09521d-71e3-40b7-bd43-0e3654e91b2b,skin care,health wellness,,0.0
4656,,,nobilo,176.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4657,,,ford gin,175.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4658,,,the brewer cabinet,175.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4659,,,apothehappy,175.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4660,,,duvel,175.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4661,,,tavernello,175.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4662,,,local root,175.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4663,,,lake placid pub and brewery,175.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4664,,,viuda de sanchez,175.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4665,,,a i tropic,175.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4666,,,tuckerman,174.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4667,,,bakenets,174.0,5f2f147b-f2a2-48ed-bac4-ba1be2df09ec,bakery,deli bakery,,0.0
